pickup_zone,dropoff_zone,time_interval,pickup_lon,pickup_lat,dropoff_lon,dropoff_lat,color,n
Breezy Point/Fort Tilden/Riis Beach,Stuyvesant Heights,8,-74.0059413,40.7127837,-73.9880663,40.7299553,yellow,200
Breezy Point/Fort Tilden/Riis Beach,Upper East Side North,20,-74.0059413,40.7127837,-73.9565551,40.7735649,yellow,200
Breezy Point/Fort Tilden/Riis Beach,West Village,18,-74.0059413,40.7127837,-74.0035709,40.735781,yellow,200
Breezy Point/Fort Tilden/Riis Beach,World Trade Center,16,-74.0059413,40.7127837,-74.0131196,40.7118011,yellow,200
Breezy Point/Fort Tilden/Riis Beach,World Trade Center,18,-74.0059413,40.7127837,-74.0131196,40.7118011,yellow,200
Central Harlem,Midtown East,10,-73.9538699,40.7988378,-73.9668408,40.7540369,yellow,200
Central Harlem,Midtown East,20,-73.9538699,40.7988378,-73.9668408,40.7540369,yellow,200
Central Park,Breezy Point/Fort Tilden/Riis Beach,18,-73.9741874,40.7711329,-74.0059413,40.7127837,yellow,200
Central Park,Greenwich Village North,0,-73.9741874,40.7711329,-74.0027418,40.7335719,yellow,200
Central Park,Hamilton Heights,0,-73.9741874,40.7711329,-73.9496079,40.8259597,yellow,200
Central Park,Morningside Heights,16,-73.9741874,40.7711329,-73.9624327,40.8089564,yellow,200
Central Park,Stuy Town/Peter Cooper Village,22,-73.9741874,40.7711329,-73.9778494,40.7316903,yellow,200
Central Park,West Village,16,-73.9741874,40.7711329,-74.0035709,40.735781,yellow,200
Chinatown,Breezy Point/Fort Tilden/Riis Beach,18,-73.9970307,40.7157509,-74.0059413,40.7127837,yellow,200
Chinatown,Breezy Point/Fort Tilden/Riis Beach,20,-73.9970307,40.7157509,-74.0059413,40.7127837,yellow,200
Chinatown,East Village,14,-73.9970307,40.7157509,-73.9815337,40.7264773,yellow,200
Chinatown,Financial District North,10,-73.9970307,40.7157509,-74.0112764,40.7074909,yellow,200
Chinatown,Financial District North,14,-73.9970307,40.7157509,-74.0112764,40.7074909,yellow,200
Chinatown,Flatiron,12,-73.9970307,40.7157509,-73.9896986,40.7410605,yellow,200
Chinatown,Flatiron,20,-73.9970307,40.7157509,-73.9896986,40.7410605,yellow,200
Chinatown,Garment District,8,-73.9970307,40.7157509,-73.9916342,40.7547072,yellow,200
Chinatown,Kips Bay,12,-73.9970307,40.7157509,-73.9800645,40.7423292,yellow,200
Chinatown,Midtown North,18,-73.9970307,40.7157509,-73.9840195,40.7549309,yellow,200
Chinatown,Penn Station/Madison Sq West,8,-73.9970307,40.7157509,-73.9880662,40.7433858,yellow,200
Chinatown,SoHo,14,-73.9970307,40.7157509,-74.0029883,40.723301,yellow,200
Chinatown,Times Sq/Theatre District,12,-73.9970307,40.7157509,-73.9841274,40.7592686,yellow,200
Chinatown,West Village,22,-73.9970307,40.7157509,-74.0035709,40.735781,yellow,200
Clinton East,Bloomingdale,4,-73.9918181,40.7637581,-73.9697795,40.7988958,yellow,200
Clinton East,Chinatown,12,-73.9918181,40.7637581,-73.9970307,40.7157509,yellow,200
Clinton East,East Village,2,-73.9918181,40.7637581,-73.9815337,40.7264773,yellow,200
Clinton East,Hamilton Heights,20,-73.9918181,40.7637581,-73.9496079,40.8259597,yellow,200
Clinton East,JFK Airport,10,-73.9918181,40.7637581,-73.7781391,40.6413111,yellow,200
Clinton East,Little Italy/NoLiTa,14,-73.9918181,40.7637581,-73.9954909,40.7228971,yellow,200
Clinton East,Seaport,0,-73.9918181,40.7637581,-74.006884,40.711197,yellow,200
Clinton East,UN/Turtle Bay South,8,-73.9918181,40.7637581,-73.9694292,40.7507161,yellow,200
Clinton East,West Chelsea/Hudson Yards,18,-73.9918181,40.7637581,-74.0107647,40.7293087,yellow,200
Clinton East,World Trade Center,20,-73.9918181,40.7637581,-74.0131196,40.7118011,yellow,200
Downtown Brooklyn/MetroTech,Clinton Hill,0,-73.9861433,40.6942409,-73.9639021,40.6893665,yellow,200
East Chelsea,Battery Park,18,-74.0013737,40.7465004,-74.0170279,40.7032775,yellow,200
East Chelsea,Central Harlem,14,-74.0013737,40.7465004,-73.9538699,40.7988378,yellow,200
East Chelsea,East Village,12,-74.0013737,40.7465004,-73.9815337,40.7264773,yellow,200
East Chelsea,Financial District North,0,-74.0013737,40.7465004,-74.0112764,40.7074909,yellow,200
East Chelsea,Seaport,6,-74.0013737,40.7465004,-74.006884,40.711197,yellow,200
East Chelsea,Sutton Place/Turtle Bay North,20,-74.0013737,40.7465004,-73.9601669,40.7580204,yellow,200
East Elmhurst,Crown Heights North,14,-73.8713099,40.7737505,-73.9447994,40.6681032,yellow,200
East Elmhurst,Crown Heights North,16,-73.8713099,40.7737505,-73.9447994,40.6681032,yellow,200
East Elmhurst,Downtown Brooklyn/MetroTech,10,-73.8713099,40.7737505,-73.9861433,40.6942409,yellow,200
East Elmhurst,East Village,14,-73.8713099,40.7737505,-73.9815337,40.7264773,yellow,200
East Elmhurst,Fort Greene,18,-73.8713099,40.7737505,-73.9741874,40.6920638,yellow,200
East Elmhurst,Gramercy,12,-73.8713099,40.7737505,-73.9818443,40.7376407,yellow,200
East Elmhurst,Hudson Sq,10,-73.8713099,40.7737505,-74.0074731,40.7265834,yellow,200
East Elmhurst,Long Island City/Queens Plaza,12,-73.8713099,40.7737505,-73.9373702,40.7487173,yellow,200
East Elmhurst,Morningside Heights,20,-73.8713099,40.7737505,-73.9624327,40.8089564,yellow,200
East Elmhurst,Rego Park,22,-73.8713099,40.7737505,-73.8624893,40.7255722,yellow,200
East Elmhurst,Saint Michaels Cemetery/Woodside,10,-73.8713099,40.7737505,-73.9036487,40.7512123,yellow,200
East Elmhurst,South Williamsburg,12,-73.8713099,40.7737505,-73.9570696,40.7081156,yellow,200
East Elmhurst,Williamsburg (South Side),0,-73.8713099,40.7737505,-73.9517335,40.7079936,yellow,200
East Elmhurst,Williamsburg (South Side),10,-73.8713099,40.7737505,-73.9517335,40.7079936,yellow,200
East Harlem North,Bloomingdale,8,-73.9464769,40.8115504,-73.9697795,40.7988958,yellow,200
East Harlem North,Randalls Island,6,-73.9464769,40.8115504,-73.9271644,40.7891291,yellow,200
East Harlem North,Randalls Island,8,-73.9464769,40.8115504,-73.9271644,40.7891291,yellow,200
East Harlem North,Upper West Side North,12,-73.9464769,40.8115504,-73.9753676,40.7870106,yellow,200
East Harlem North,Upper West Side North,14,-73.9464769,40.8115504,-73.9753676,40.7870106,yellow,200
East Village,Astoria,0,-73.9815337,40.7264773,-73.9234619,40.7643574,yellow,200
East Village,Bushwick North,4,-73.9815337,40.7264773,-73.9212858,40.6944282,yellow,200
East Village,Chinatown,14,-73.9815337,40.7264773,-73.9970307,40.7157509,yellow,200
East Village,East Chelsea,12,-73.9815337,40.7264773,-74.0013737,40.7465004,yellow,200
East Village,Lenox Hill East,6,-73.9815337,40.7264773,-73.9602312,40.7662315,yellow,200
East Village,Lincoln Square East,2,-73.9815337,40.7264773,-73.9844722,40.773828,yellow,200
East Village,Little Italy/NoLiTa,6,-73.9815337,40.7264773,-73.9954909,40.7228971,yellow,200
East Village,Midtown Center,18,-73.9815337,40.7264773,-73.9784137,40.7553676,yellow,200
East Village,Seaport,8,-73.9815337,40.7264773,-74.006884,40.711197,yellow,200
East Village,SoHo,16,-73.9815337,40.7264773,-74.0029883,40.723301,yellow,200
East Village,Times Sq/Theatre District,16,-73.9815337,40.7264773,-73.9841274,40.7592686,yellow,200
Far Rockaway,Garment District,8,-73.7448437,40.5998931,-73.9916342,40.7547072,yellow,200
Far Rockaway,Garment District,10,-73.7448437,40.5998931,-73.9916342,40.7547072,yellow,200
Far Rockaway,Midtown Center,6,-73.7448437,40.5998931,-73.9784137,40.7553676,yellow,200
Far Rockaway,Yorkville East,22,-73.7448437,40.5998931,-73.9492079,40.7762231,yellow,200
Financial District North,Central Park,14,-74.0112764,40.7074909,-73.9741874,40.7711329,yellow,200
Financial District North,Central Park,20,-74.0112764,40.7074909,-73.9741874,40.7711329,yellow,200
Financial District North,East Elmhurst,18,-74.0112764,40.7074909,-73.8713099,40.7737505,yellow,200
Financial District North,Kips Bay,14,-74.0112764,40.7074909,-73.9800645,40.7423292,yellow,200
Financial District North,Lenox Hill East,18,-74.0112764,40.7074909,-73.9602312,40.7662315,yellow,200
Financial District North,South Williamsburg,22,-74.0112764,40.7074909,-73.9570696,40.7081156,yellow,200
Financial District North,Stuy Town/Peter Cooper Village,18,-74.0112764,40.7074909,-73.9778494,40.7316903,yellow,200
Financial District North,Stuyvesant Heights,14,-74.0112764,40.7074909,-73.9880663,40.7299553,yellow,200
Financial District North,Yorkville East,0,-74.0112764,40.7074909,-73.9492079,40.7762231,yellow,200
Flatiron,Breezy Point/Fort Tilden/Riis Beach,8,-73.9896986,40.7410605,-74.0059413,40.7127837,yellow,200
Flatiron,Breezy Point/Fort Tilden/Riis Beach,16,-73.9896986,40.7410605,-74.0059413,40.7127837,yellow,200
Flatiron,Chinatown,10,-73.9896986,40.7410605,-73.9970307,40.7157509,yellow,200
Flatiron,JFK Airport,12,-73.9896986,40.7410605,-73.7781391,40.6413111,yellow,200
Flatiron,Prospect Heights,20,-73.9896986,40.7410605,-73.9668408,40.6774196,yellow,200
Fort Greene,Bushwick North,22,-73.9741874,40.6920638,-73.9212858,40.6944282,yellow,200
Garment District,Battery Park City,0,-73.9916342,40.7547072,-74.0160576,40.7122172,yellow,200
Garment District,Brooklyn Heights,20,-73.9916342,40.7547072,-73.9932872,40.6960105,yellow,200
Garment District,Long Island City/Hunters Point,18,-73.9916342,40.7547072,-73.95639,40.74128,yellow,200
Garment District,Morningside Heights,0,-73.9916342,40.7547072,-73.9624327,40.8089564,yellow,200
Garment District,Morningside Heights,6,-73.9916342,40.7547072,-73.9624327,40.8089564,yellow,200
Garment District,Roosevelt Island,14,-73.9916342,40.7547072,-73.9499426,40.7621302,yellow,200
Garment District,South Williamsburg,18,-73.9916342,40.7547072,-73.9570696,40.7081156,yellow,200
Garment District,Stuy Town/Peter Cooper Village,8,-73.9916342,40.7547072,-73.9778494,40.7316903,yellow,200
Gramercy,Central Park,20,-73.9818443,40.7376407,-73.9741874,40.7711329,yellow,200
Gramercy,JFK Airport,4,-73.9818443,40.7376407,-73.7781391,40.6413111,yellow,200
Gramercy,Lincoln Square East,12,-73.9818443,40.7376407,-73.9844722,40.773828,yellow,200
Gramercy,Little Italy/NoLiTa,2,-73.9818443,40.7376407,-73.9954909,40.7228971,yellow,200
Gramercy,Lower East Side,0,-73.9818443,40.7376407,-73.9842724,40.715033,yellow,200
Gramercy,Sutton Place/Turtle Bay North,0,-73.9818443,40.7376407,-73.9601669,40.7580204,yellow,200
Gramercy,Times Sq/Theatre District,0,-73.9818443,40.7376407,-73.9841274,40.7592686,yellow,200
Gramercy,World Trade Center,8,-73.9818443,40.7376407,-74.0131196,40.7118011,yellow,200
Greenpoint,Greenpoint,0,-73.9418603,40.7245448,-73.9418603,40.7245448,yellow,200
Greenpoint,Greenpoint,2,-73.9418603,40.7245448,-73.9418603,40.7245448,yellow,200
Greenwich Village North,Battery Park City,2,-74.0027418,40.7335719,-74.0160576,40.7122172,yellow,200
Greenwich Village North,Chinatown,8,-74.0027418,40.7335719,-73.9970307,40.7157509,yellow,200
Greenwich Village North,Downtown Brooklyn/MetroTech,22,-74.0027418,40.7335719,-73.9861433,40.6942409,yellow,200
Greenwich Village North,Gramercy,8,-74.0027418,40.7335719,-73.9818443,40.7376407,yellow,200
Greenwich Village North,Lincoln Square East,14,-74.0027418,40.7335719,-73.9844722,40.773828,yellow,200
Greenwich Village North,Union Sq,4,-74.0027418,40.7335719,-73.9910835,40.7358633,yellow,200
Greenwich Village North,World Trade Center,0,-74.0027418,40.7335719,-74.0131196,40.7118011,yellow,200
Hamilton Heights,East Harlem North,12,-73.9496079,40.8259597,-73.9464769,40.8115504,yellow,200
Hudson Sq,Bloomingdale,22,-74.0074731,40.7265834,-73.9697795,40.7988958,yellow,200
Hudson Sq,Midtown East,8,-74.0074731,40.7265834,-73.9668408,40.7540369,yellow,200
Hudson Sq,Midtown East,10,-74.0074731,40.7265834,-73.9668408,40.7540369,yellow,200
Hudson Sq,Murray Hill,20,-74.0074731,40.7265834,-73.9756567,40.7478792,yellow,200
Hudson Sq,Seaport,14,-74.0074731,40.7265834,-74.006884,40.711197,yellow,200
Jackson Heights,Corona,4,-73.8830701,40.7556818,-73.8642613,40.7449859,yellow,200
JFK Airport,Battery Park City,18,-73.7781391,40.6413111,-74.0160576,40.7122172,yellow,200
JFK Airport,Breezy Point/Fort Tilden/Riis Beach,22,-73.7781391,40.6413111,-74.0059413,40.7127837,yellow,200
JFK Airport,Cambria Heights,16,-73.7781391,40.6413111,-73.7330753,40.692158,yellow,200
JFK Airport,Central Harlem,6,-73.7781391,40.6413111,-73.9538699,40.7988378,yellow,200
JFK Airport,Clinton East,0,-73.7781391,40.6413111,-73.9918181,40.7637581,yellow,200
JFK Airport,East Chelsea,10,-73.7781391,40.6413111,-74.0013737,40.7465004,yellow,200
JFK Airport,East Village,22,-73.7781391,40.6413111,-73.9815337,40.7264773,yellow,200
JFK Airport,Jackson Heights,18,-73.7781391,40.6413111,-73.8830701,40.7556818,yellow,200
JFK Airport,Jackson Heights,20,-73.7781391,40.6413111,-73.8830701,40.7556818,yellow,200
JFK Airport,Kips Bay,10,-73.7781391,40.6413111,-73.9800645,40.7423292,yellow,200
JFK Airport,Lower East Side,12,-73.7781391,40.6413111,-73.9842724,40.715033,yellow,200
JFK Airport,Meatpacking/West Village West,12,-73.7781391,40.6413111,-74.0085128,40.7406973,yellow,200
JFK Airport,Rosedale,14,-73.7781391,40.6413111,-73.7389596,40.6584068,yellow,200
JFK Airport,Seaport,22,-73.7781391,40.6413111,-74.006884,40.711197,yellow,200
JFK Airport,Upper West Side North,4,-73.7781391,40.6413111,-73.9753676,40.7870106,yellow,200
JFK Airport,West Village,16,-73.7781391,40.6413111,-74.0035709,40.735781,yellow,200
JFK Airport,Yorkville East,10,-73.7781391,40.6413111,-73.9492079,40.7762231,yellow,200
Kips Bay,Battery Park City,8,-73.9800645,40.7423292,-74.0160576,40.7122172,yellow,200
Kips Bay,Bloomingdale,18,-73.9800645,40.7423292,-73.9697795,40.7988958,yellow,200
Kips Bay,Breezy Point/Fort Tilden/Riis Beach,20,-73.9800645,40.7423292,-74.0059413,40.7127837,yellow,200
Kips Bay,Central Park,0,-73.9800645,40.7423292,-73.9741874,40.7711329,yellow,200
Kips Bay,Clinton East,6,-73.9800645,40.7423292,-73.9918181,40.7637581,yellow,200
Kips Bay,JFK Airport,10,-73.9800645,40.7423292,-73.7781391,40.6413111,yellow,200
Kips Bay,JFK Airport,18,-73.9800645,40.7423292,-73.7781391,40.6413111,yellow,200
Kips Bay,World Trade Center,10,-73.9800645,40.7423292,-74.0131196,40.7118011,yellow,200
LaGuardia Airport,Central Park,10,-73.8739659,40.7769271,-73.9741874,40.7711329,yellow,200
LaGuardia Airport,Clinton East,22,-73.8739659,40.7769271,-73.9918181,40.7637581,yellow,200
LaGuardia Airport,Kips Bay,18,-73.8739659,40.7769271,-73.9800645,40.7423292,yellow,200
LaGuardia Airport,Midtown East,16,-73.8739659,40.7769271,-73.9668408,40.7540369,yellow,200
LaGuardia Airport,Midtown East,18,-73.8739659,40.7769271,-73.9668408,40.7540369,yellow,200
LaGuardia Airport,Midtown East,22,-73.8739659,40.7769271,-73.9668408,40.7540369,yellow,200
LaGuardia Airport,Midtown North,20,-73.8739659,40.7769271,-73.9840195,40.7549309,yellow,200
LaGuardia Airport,Murray Hill,22,-73.8739659,40.7769271,-73.9756567,40.7478792,yellow,200
LaGuardia Airport,Penn Station/Madison Sq West,14,-73.8739659,40.7769271,-73.9880662,40.7433858,yellow,200
Lenox Hill East,Bloomingdale,6,-73.9602312,40.7662315,-73.9697795,40.7988958,yellow,200
Lenox Hill East,Clinton East,0,-73.9602312,40.7662315,-73.9918181,40.7637581,yellow,200
Lenox Hill East,Hudson Sq,18,-73.9602312,40.7662315,-74.0074731,40.7265834,yellow,200
Lenox Hill East,Lower East Side,18,-73.9602312,40.7662315,-73.9842724,40.715033,yellow,200
Lenox Hill East,Lower East Side,22,-73.9602312,40.7662315,-73.9842724,40.715033,yellow,200
Lenox Hill East,Meatpacking/West Village West,14,-73.9602312,40.7662315,-74.0085128,40.7406973,yellow,200
Lenox Hill East,Seaport,6,-73.9602312,40.7662315,-74.006884,40.711197,yellow,200
Lenox Hill East,Seaport,12,-73.9602312,40.7662315,-74.006884,40.711197,yellow,200
Lincoln Square East,Breezy Point/Fort Tilden/Riis Beach,22,-73.9844722,40.773828,-74.0059413,40.7127837,yellow,200
Lincoln Square East,East Elmhurst,18,-73.9844722,40.773828,-73.8713099,40.7737505,yellow,200
Lincoln Square East,Hudson Sq,10,-73.9844722,40.773828,-74.0074731,40.7265834,yellow,200
Lincoln Square East,Manhattanville,20,-73.9844722,40.773828,-73.9558333,40.8169443,yellow,200
Lincoln Square East,Newark Airport,14,-73.9844722,40.773828,-74.1744624,40.6895314,yellow,200
Lincoln Square East,SoHo,14,-73.9844722,40.773828,-74.0029883,40.723301,yellow,200
Lincoln Square East,Stuyvesant Heights,12,-73.9844722,40.773828,-73.9880663,40.7299553,yellow,200
Lincoln Square East,West Village,10,-73.9844722,40.773828,-74.0035709,40.735781,yellow,200
Little Italy/NoLiTa,Battery Park City,10,-73.9954909,40.7228971,-74.0160576,40.7122172,yellow,200
Little Italy/NoLiTa,Boerum Hill,18,-73.9954909,40.7228971,-73.9844722,40.6848689,yellow,200
Little Italy/NoLiTa,Brooklyn Heights,18,-73.9954909,40.7228971,-73.9932872,40.6960105,yellow,200
Little Italy/NoLiTa,Carroll Gardens,22,-73.9954909,40.7228971,-73.9991637,40.6795331,yellow,200
Little Italy/NoLiTa,Central Park,8,-73.9954909,40.7228971,-73.9741874,40.7711329,yellow,200
Little Italy/NoLiTa,Downtown Brooklyn/MetroTech,20,-73.9954909,40.7228971,-73.9861433,40.6942409,yellow,200
Little Italy/NoLiTa,East Elmhurst,4,-73.9954909,40.7228971,-73.8713099,40.7737505,yellow,200
Little Italy/NoLiTa,Greenpoint,18,-73.9954909,40.7228971,-73.9418603,40.7245448,yellow,200
Little Italy/NoLiTa,JFK Airport,18,-73.9954909,40.7228971,-73.7781391,40.6413111,yellow,200
Little Italy/NoLiTa,Kips Bay,4,-73.9954909,40.7228971,-73.9800645,40.7423292,yellow,200
Little Italy/NoLiTa,Long Island City/Hunters Point,18,-73.9954909,40.7228971,-73.95639,40.74128,yellow,200
Little Italy/NoLiTa,Seaport,6,-73.9954909,40.7228971,-74.006884,40.711197,yellow,200
Little Italy/NoLiTa,Steinway,2,-73.9954909,40.7228971,-73.9124667,40.7669996,yellow,200
Little Italy/NoLiTa,UN/Turtle Bay South,14,-73.9954909,40.7228971,-73.9694292,40.7507161,yellow,200
Long Island City/Hunters Point,Long Island City/Hunters Point,0,-73.95639,40.74128,-73.95639,40.74128,yellow,200
Long Island City/Hunters Point,South Williamsburg,22,-73.95639,40.74128,-73.9570696,40.7081156,yellow,200
Long Island City/Queens Plaza,Astoria,8,-73.9373702,40.7487173,-73.9234619,40.7643574,yellow,200
Lower East Side,Greenwich Village North,18,-73.9842724,40.715033,-74.0027418,40.7335719,yellow,200
Lower East Side,Midtown Center,22,-73.9842724,40.715033,-73.9784137,40.7553676,yellow,200
Lower East Side,Midtown North,2,-73.9842724,40.715033,-73.9840195,40.7549309,yellow,200
Lower East Side,Prospect Heights,22,-73.9842724,40.715033,-73.9668408,40.6774196,yellow,200
Manhattanville,East Harlem North,0,-73.9558333,40.8169443,-73.9464769,40.8115504,yellow,200
Manhattanville,Hamilton Heights,0,-73.9558333,40.8169443,-73.9496079,40.8259597,yellow,200
Manhattanville,Manhattanville,8,-73.9558333,40.8169443,-73.9558333,40.8169443,yellow,200
Meatpacking/West Village West,East Chelsea,6,-74.0085128,40.7406973,-74.0013737,40.7465004,yellow,200
Meatpacking/West Village West,Financial District North,4,-74.0085128,40.7406973,-74.0112764,40.7074909,yellow,200
Meatpacking/West Village West,Greenwich Village North,8,-74.0085128,40.7406973,-74.0027418,40.7335719,yellow,200
Meatpacking/West Village West,Meatpacking/West Village West,8,-74.0085128,40.7406973,-74.0085128,40.7406973,yellow,200
Meatpacking/West Village West,Steinway,0,-74.0085128,40.7406973,-73.9124667,40.7669996,yellow,200
Meatpacking/West Village West,UN/Turtle Bay South,20,-74.0085128,40.7406973,-73.9694292,40.7507161,yellow,200
Meatpacking/West Village West,West Village,10,-74.0085128,40.7406973,-74.0035709,40.735781,yellow,200
